season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,label,prediction
2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,255,253.65
2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,320,231.8125
2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,281,254.275
2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,392,372.1125
2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,857,693.2625
2,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,744,694.55
2,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,671,482.4375
2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,448,361.8875
2,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,396,262.6
2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,238,190.1875
2,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,153,97.125
2,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,48,46.7375
2,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,21,23.525
2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,9,8.0625
2,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,5,4.825
2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,6,5.5375
2,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,40,26.25
2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,181,122.9875
2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,506,366.2875
2,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,719,627.1875
2,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,357,346.3
2,1,6,10,0,4,1,1,0.64,0.6061,0.65,0.4179,179,183.1375
2,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,228,219.8875
2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,265,251.525
2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,284,253.6375
2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,298,237.725
2,1,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,324,243.75
2,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,438,400.45
2,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,867,768.9
2,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,823,779.4625
2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,579,529.0625
2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,435,365.25
2,1,6,21,0,4,1,1,0.64,0.6061,0.65,0.1642,337,268.7625
2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,242,209.7125
2,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,172,112.25
2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,94,65.375
2,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,51,25.75
2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,15,19.2
2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,5,6.8125
2,1,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,14,6.6
2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,33,28.6125
2,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,151,108.975
2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,430,347.8875
2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,653,635.8125
2,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,366,347.025
2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,216,319.7
2,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,286,346.975
2,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,403,407.4125
2,1,6,13,0,5,1,1,0.7,0.6364,0.42,0.2537,393,420.85
2,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.194,376,421.4125
2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,377,427.8625
2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,558,547.7875
2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,823,811.175
2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,693,811.3625
2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,467,562.7875
2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,385,383.0875
2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,333,271.3125
2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,321,211.75
2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,222,169.8125
2,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,137,122.6
2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0.0,95,84.7625
2,1,6,2,0,6,0,1,0.58,0.5455,0.53,0.0,67,57.2125
2,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,27,28.4
2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,8,11.1625
2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,23,14.2375
2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,47,34.4375
2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,78,141.225
2,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,204,235.8875
2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,367,316.8
2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,435,496.9
2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,566,592.0625
2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,603,644.0
2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,617,634.1875
2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,573,623.5375
2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,583,610.3875
2,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,542,592.85
2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,593,575.4375
2,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,571,520.7125
2,1,6,19,0,6,0,2,0.7,0.6364,0.42,0.194,461,451.0875
2,1,6,20,0,6,0,2,0.66,0.6212,0.47,0.194,352,340.1875
2,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,290,235.725
2,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,280,209.2375
2,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,183,164.0125
2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,148,119.4125
2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,88,100.1125
2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,74,72.8375
2,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045,28,35.6625
2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,18,12.5375
2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,17,16.4625
2,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045,23,38.525
2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,48,96.125
2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,119,182.2625
2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,274,277.125
2,1,6,10,0,0,0,1,0.58,0.5455,0.64,0.0,436,455.65
2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,546,557.3
2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,615,613.2375
2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,614,632.5
2,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,582,634.1
2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,463,625.3125
2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,580,571.2
2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,593,564.175
2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,513,499.4875
2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,390,385.475
2,1,6,20,0,0,0,1,0.62,0.6212,0.57,0.194,302,300.15
2,1,6,21,0,0,0,1,0.62,0.6212,0.57,0.194,246,224.9
2,1,6,22,0,0,0,1,0.6,0.6061,0.6,0.194,153,140.2125
2,1,6,23,0,0,0,1,0.58,0.5455,0.64,0.194,108,71.2875
2,1,6,0,0,1,1,1,0.56,0.5303,0.73,0.2537,40,37.3625
2,1,6,1,0,1,1,1,0.54,0.5152,0.77,0.2239,14,19.4125
2,1,6,2,0,1,1,1,0.54,0.5152,0.77,0.2239,9,12.5375
2,1,6,3,0,1,1,2,0.52,0.5,0.83,0.2239,4,3.9125
2,1,6,4,0,1,1,2,0.54,0.5152,0.77,0.194,9,5.6875
2,1,6,5,0,1,1,3,0.52,0.5,0.83,0.1343,23,16.55
2,1,6,6,0,1,1,3,0.52,0.5,0.88,0.1343,37,54.325
2,1,6,7,0,1,1,3,0.52,0.5,0.94,0.2239,145,149.9125
2,1,6,8,0,1,1,2,0.54,0.5152,0.83,0.194,474,611.975
2,1,6,9,0,1,1,2,0.54,0.5152,0.83,0.2239,250,333.55
2,1,6,10,0,1,1,3,0.54,0.5152,0.88,0.1045,91,144.325
2,1,6,11,0,1,1,2,0.54,0.5152,0.88,0.1642,121,196.2375
2,1,6,12,0,1,1,3,0.56,0.5303,0.78,0.1343,168,111.4125
2,1,6,13,0,1,1,2,0.58,0.5455,0.73,0.1343,225,235.875
2,1,6,14,0,1,1,2,0.58,0.5455,0.68,0.194,219,224.9625
2,1,6,15,0,1,1,2,0.6,0.5909,0.69,0.194,237,249.75
2,1,6,16,0,1,1,2,0.6,0.5909,0.73,0.194,332,376.7625
2,1,6,17,0,1,1,2,0.6,0.5909,0.73,0.194,723,749.8
2,1,6,18,0,1,1,2,0.62,0.6061,0.69,0.1642,642,769.9375
2,1,6,19,0,1,1,2,0.62,0.5909,0.73,0.0896,463,500.9375
2,1,6,20,0,1,1,2,0.62,0.5909,0.73,0.1343,362,332.0375
2,1,6,21,0,1,1,2,0.62,0.5909,0.73,0.1045,273,248.1
2,1,6,22,0,1,1,2,0.62,0.5909,0.73,0.1642,164,141.225
2,1,6,23,0,1,1,3,0.6,0.5758,0.78,0.194,74,65.7125
2,1,6,0,0,2,1,2,0.6,0.5758,0.78,0.1642,35,33.3125
2,1,6,1,0,2,1,2,0.6,0.5758,0.78,0.1642,14,14.65
2,1,6,2,0,2,1,2,0.6,0.5758,0.78,0.1343,15,7.2375
2,1,6,3,0,2,1,2,0.6,0.5758,0.78,0.1045,8,4.7125
2,1,6,4,0,2,1,2,0.6,0.5758,0.78,0.1343,10,5.55
2,1,6,5,0,2,1,2,0.6,0.5758,0.78,0.194,37,26.7875
2,1,6,6,0,2,1,2,0.6,0.5758,0.78,0.1045,161,125.6625
2,1,6,7,0,2,1,2,0.6,0.5758,0.78,0.1343,480,344.9125
2,1,6,8,0,2,1,2,0.6,0.5758,0.78,0.1642,673,621.8375
2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,328,346.55
2,1,6,10,0,2,1,1,0.64,0.6061,0.73,0.0896,180,185.3125
2,1,6,11,0,2,1,1,0.66,0.6212,0.69,0.1343,230,220.4625
2,1,6,12,0,2,1,1,0.7,0.6515,0.65,0.0896,292,262.2875
2,1,6,13,0,2,1,1,0.74,0.6818,0.58,0.1343,272,246.0875
2,1,6,14,0,2,1,1,0.76,0.7121,0.58,0.1045,227,243.1375
2,1,6,15,0,2,1,1,0.78,0.7424,0.59,0.1642,259,248.0125
2,1,6,16,0,2,1,1,0.8,0.7576,0.55,0.2239,334,385.1375
2,1,6,17,0,2,1,1,0.8,0.7576,0.55,0.194,811,751.15
2,1,6,18,0,2,1,1,0.8,0.7576,0.55,0.1642,795,768.7625
2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,514,511.8
2,1,6,20,0,2,1,1,0.8,0.7576,0.55,0.2537,458,363.6
2,1,6,21,0,2,1,1,0.76,0.7121,0.62,0.1642,276,266.7375
2,1,6,22,0,2,1,1,0.72,0.697,0.79,0.0896,291,176.075
2,1,6,23,0,2,1,1,0.72,0.697,0.79,0.1343,125,77.3125
2,1,6,0,0,3,1,1,0.7,0.6667,0.79,0.194,53,37.525
2,1,6,1,0,3,1,1,0.68,0.6364,0.79,0.194,27,19.3125
2,1,6,2,0,3,1,1,0.66,0.6061,0.83,0.1642,6,8.825
2,1,6,3,0,3,1,1,0.66,0.6061,0.83,0.1343,8,5.4125
2,1,6,4,0,3,1,1,0.66,0.6061,0.83,0.0896,7,4.8875
2,1,6,5,0,3,1,1,0.66,0.6061,0.83,0.0896,39,30.325
2,1,6,6,0,3,1,2,0.64,0.5758,0.89,0.0896,165,125.2625
2,1,6,7,0,3,1,2,0.66,0.5909,0.89,0.0,464,351.3875
2,1,6,8,0,3,1,2,0.7,0.6667,0.79,0.1045,643,638.325
2,1,6,9,0,3,1,2,0.72,0.697,0.74,0.0,316,339.575
2,1,6,10,0,3,1,1,0.82,0.7727,0.52,0.1343,167,189.6125
2,1,6,11,0,3,1,1,0.84,0.7879,0.49,0.194,188,215.9375
2,1,6,12,0,3,1,1,0.86,0.803,0.47,0.1642,180,250.725
2,1,6,13,0,3,1,1,0.86,0.7879,0.44,0.1045,211,247.175
2,1,6,14,0,3,1,1,0.88,0.803,0.39,0.194,190,246.9625
2,1,6,15,0,3,1,1,0.9,0.8182,0.35,0.0,179,253.3875
2,1,6,16,0,3,1,1,0.9,0.8182,0.35,0.1045,335,384.05
2,1,6,17,0,3,1,1,0.9,0.8182,0.37,0.0,691,739.7375
2,1,6,18,0,3,1,1,0.9,0.8182,0.37,0.0,672,754.5125
2,1,6,19,0,3,1,1,0.88,0.7879,0.37,0.2537,539,506.2625
2,1,6,20,0,3,1,1,0.86,0.7727,0.39,0.2239,407,367.1
2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896,344,267.175
2,1,6,22,0,3,1,1,0.82,0.7576,0.46,0.1045,257,187.3125
2,1,6,23,0,3,1,1,0.78,0.7424,0.59,0.1045,123,94.55
3,1,6,0,0,4,1,1,0.74,0.697,0.7,0.0896,69,43.3625
3,1,6,1,0,4,1,1,0.72,0.697,0.79,0.1343,18,22.1875
3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,18,7.125
3,1,6,3,0,4,1,1,0.72,0.697,0.74,0.0,11,5.325
3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,12,6.35
3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,40,27.725
3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,150,122.3625
3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,463,351.875
3,1,6,8,0,4,1,1,0.74,0.697,0.7,0.0,590,647.375
3,1,6,9,0,4,1,1,0.8,0.7576,0.55,0.194,256,349.175
3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,150,185.9625
3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,161,220.35
3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,215,246.8125
3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,172,254.5375
3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,176,246.3875
3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,194,258.6625
3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,320,407.0
3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0.0,615,756.3375
3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,640,779.4625
3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,499,526.3875
3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,436,367.75
3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,311,260.6
3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,243,195.75
3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896,146,127.0875
3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045,93,56.0
3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,31,31.4625
3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0.0,12,17.425
3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0.0,7,9.325
3,1,6,4,0,5,1,2,0.76,0.7273,0.66,0.0,10,9.9
3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,38,25.3125
3,1,6,6,0,5,1,2,0.74,0.697,0.66,0.0,122,108.825
3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,359,371.425
3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,613,644.6375
3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239,333,373.7375
3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,185,345.95
3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,236,346.825
3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,254,412.6375
3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,300,420.8875
3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,263,425.3
3,1,6,15,0,5,1,1,0.9,0.8182,0.35,0.3582,284,434.9125
3,1,6,16,0,5,1,1,0.9,0.803,0.31,0.2239,380,521.2375
3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,646,863.4
3,1,6,18,0,5,1,2,0.8,0.7576,0.55,0.194,505,853.825
3,1,6,19,0,5,1,2,0.76,0.697,0.55,0.5224,362,439.225
3,1,6,20,0,5,1,2,0.76,0.697,0.55,0.5224,202,347.65
3,1,6,21,0,5,1,3,0.68,0.6364,0.65,0.2836,217,219.2
3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343,197,202.45
3,1,6,23,0,5,1,2,0.66,0.6212,0.74,0.0,174,162.5625
3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0.0,116,124.6
3,1,6,1,0,6,0,1,0.66,0.6061,0.78,0.1343,123,91.0
3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,93,60.2125
3,1,6,3,0,6,0,2,0.64,0.5758,0.83,0.0896,42,28.9125
3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,19,9.725
3,1,6,5,0,6,0,2,0.64,0.5758,0.83,0.194,12,10.025
3,1,6,6,0,6,0,1,0.64,0.5758,0.83,0.0896,47,40.65
3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,78,141.4875
3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,167,215.75
3,1,6,9,0,6,0,1,0.72,0.6818,0.62,0.194,332,310.85
3,1,6,10,0,6,0,1,0.74,0.6818,0.55,0.194,494,471.7375
3,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,516,555.675
3,1,6,12,0,6,0,1,0.8,0.7273,0.43,0.194,602,590.95
3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,564,604.45
3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,609,602.3
3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,483,595.925
3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,513,562.975
3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,530,615.35
3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,481,581.8875
3,1,6,19,0,6,0,1,0.8,0.697,0.27,0.194,425,497.8875
3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,386,360.1
3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,322,270.525
3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,279,200.325
3,1,6,23,0,6,0,1,0.72,0.6515,0.44,0.0,225,166.725
3,1,6,0,0,0,0,1,0.7,0.6515,0.51,0.0,163,122.5875
3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,127,84.325
3,1,6,2,0,0,0,2,0.68,0.6364,0.51,0.0,114,78.0875
3,1,6,3,0,0,0,2,0.66,0.6212,0.65,0.0896,60,34.7375
3,1,6,4,0,0,0,2,0.66,0.6212,0.65,0.0,13,10.9375
3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,8,13.5875
3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,25,30.7375
3,1,6,7,0,0,0,1,0.64,0.6061,0.69,0.1045,71,114.8625
3,1,6,8,0,0,0,1,0.7,0.6515,0.58,0.0,141,184.7
3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0.0,232,268.9125
3,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.0,452,462.475
3,1,6,11,0,0,0,1,0.76,0.6818,0.4,0.1343,506,553.225
3,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,556,579.2875
3,1,6,13,0,0,0,1,0.8,0.697,0.33,0.2836,585,587.275
3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,551,568.5
3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,487,561.7875
3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,461,538.85
3,1,6,17,0,0,0,1,0.84,0.7273,0.32,0.2537,532,626.1375
3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,534,594.3625
3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,423,394.55
3,1,6,20,0,0,0,1,0.78,0.697,0.46,0.2537,332,307.0875
3,1,6,21,0,0,0,1,0.76,0.697,0.55,0.2239,253,228.3125
3,1,6,22,0,0,0,1,0.74,0.6818,0.55,0.1045,178,144.6375
3,1,6,23,0,0,0,1,0.74,0.6818,0.58,0.1045,87,79.1
3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,68,38.4625
3,1,6,1,0,1,1,1,0.7,0.6515,0.65,0.2239,31,21.7625
3,1,6,2,0,1,1,1,0.7,0.6515,0.7,0.2239,14,11.025
3,1,6,3,0,1,1,1,0.68,0.6364,0.69,0.2537,5,6.7375
3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,4,6.0625
3,1,6,5,0,1,1,1,0.66,0.6212,0.74,0.1642,43,27.7125
3,1,6,6,0,1,1,1,0.64,0.5909,0.78,0.1642,158,114.9875
3,1,6,7,0,1,1,1,0.66,0.6212,0.74,0.2239,485,343.5625
3,1,6,8,0,1,1,1,0.66,0.6212,0.69,0.194,608,626.2875
3,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.194,268,348.575
3,1,6,10,0,1,1,1,0.76,0.697,0.55,0.1642,184,186.725
3,1,6,11,0,1,1,1,0.8,0.7273,0.43,0.3284,181,216.775
3,1,6,12,0,1,1,2,0.76,0.6818,0.45,0.2985,270,250.1625
3,1,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,260,252.6625
3,1,6,14,0,1,1,1,0.78,0.697,0.43,0.2537,251,238.3625
3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,233,251.625
3,1,6,16,0,1,1,1,0.8,0.697,0.31,0.3881,414,384.1625
3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,833,712.225
3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,791,706.1
3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,582,468.525
3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,475,352.025
3,1,6,21,0,1,1,1,0.68,0.6212,0.3,0.3284,331,242.45
3,1,6,22,0,1,1,1,0.66,0.6212,0.29,0.3881,187,123.7125
3,1,6,23,0,1,1,1,0.64,0.6212,0.33,0.3284,103,82.75
3,1,6,0,0,2,1,1,0.62,0.6212,0.33,0.3284,37,34.65
3,1,6,1,0,2,1,1,0.6,0.6212,0.35,0.3881,30,15.875
3,1,6,2,0,2,1,1,0.56,0.5303,0.43,0.2836,9,8.45
3,1,6,3,0,2,1,1,0.54,0.5152,0.45,0.2836,9,4.425
3,1,6,4,0,2,1,1,0.54,0.5152,0.45,0.2985,10,5.325
3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,39,27.075
3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,188,121.05
3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,552,343.55
3,1,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,656,609.3375
3,1,6,9,0,2,1,1,0.58,0.5455,0.46,0.4179,328,335.425
3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,190,196.4
3,1,6,11,0,2,1,1,0.64,0.6212,0.36,0.4179,235,230.075
3,1,6,12,0,2,1,1,0.66,0.6212,0.34,0.4478,308,249.125
3,1,6,13,0,2,1,1,0.7,0.6364,0.3,0.4627,306,248.925
3,1,6,14,0,2,1,1,0.7,0.6364,0.3,0.4627,267,240.1625
3,1,6,15,0,2,1,1,0.72,0.6515,0.28,0.4627,317,254.6
3,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,416,366.975
3,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,900,734.1875
3,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,824,739.475
3,1,6,19,0,2,1,1,0.72,0.6515,0.28,0.2239,612,509.8625
3,1,6,20,0,2,1,1,0.7,0.6364,0.3,0.2836,505,371.9625
3,1,6,21,0,2,1,1,0.68,0.6364,0.34,0.194,328,274.4375
3,1,6,22,0,2,1,1,0.66,0.6212,0.34,0.2537,245,181.2
3,1,6,23,0,2,1,1,0.62,0.6212,0.41,0.1343,131,85.225
3,1,6,0,0,3,1,1,0.62,0.6212,0.41,0.194,54,38.075
3,1,6,1,0,3,1,1,0.6,0.6212,0.43,0.1642,23,17.4
3,1,6,2,0,3,1,1,0.56,0.5303,0.49,0.1343,14,8.4625
3,1,6,3,0,3,1,1,0.58,0.5455,0.46,0.0896,8,4.625
3,1,6,4,0,3,1,1,0.6,0.6212,0.4,0.2537,11,5.7
3,1,6,5,0,3,1,1,0.6,0.6212,0.43,0.2836,36,29.775
3,1,6,6,0,3,1,1,0.58,0.5455,0.46,0.2836,200,126.175
3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,527,381.1125
3,1,6,8,0,3,1,1,0.62,0.6212,0.43,0.3284,687,627.6375
3,1,6,9,0,3,1,1,0.66,0.6212,0.41,0.3582,282,368.15
3,1,6,10,0,3,1,1,0.7,0.6364,0.37,0.2537,172,200.45
3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,209,220.275
3,1,6,12,0,3,1,1,0.76,0.6667,0.29,0.2985,322,254.5875
3,1,6,13,0,3,1,1,0.8,0.697,0.27,0.3284,321,249.9625
3,1,6,14,0,3,1,1,0.8,0.6818,0.24,0.3582,270,249.0375
3,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,249,255.45
3,1,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,392,367.8
3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,843,733.375
3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,804,756.4125
3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,643,492.8
3,1,6,20,0,3,1,1,0.76,0.6667,0.31,0.194,445,366.9375
3,1,6,21,0,3,1,1,0.74,0.6515,0.35,0.1343,367,281.85
3,1,6,22,0,3,1,1,0.72,0.6515,0.39,0.0896,297,191.6125
3,1,6,23,0,3,1,1,0.68,0.6364,0.47,0.1343,159,104.4125
